ts_code,trade_date,close,pct_chg
603306.SH,20260122,72.78,-0.1372
603306.SH,20260121,72.88,6.503
603306.SH,20260120,68.43,-0.61
603306.SH,20260119,68.85,2.9148
603306.SH,20260116,66.9,8.6039
603306.SH,20260115,61.6,1.083
603306.SH,20260114,60.94,-1.0714
603306.SH,20260113,61.6,-2.5162
603306.SH,20260112,63.19,-1.173
603306.SH,20260109,63.94,-0.5444
603306.SH,20260108,64.29,-2.4727
603306.SH,20260107,65.92,4.6515
603306.SH,20260106,62.99,-4.2414
603306.SH,20260105,65.78,4.3961
603306.SH,20251231,63.01,1.8097
603306.SH,20251230,61.89,4.227
603306.SH,20251229,59.38,-0.1009
603306.SH,20251226,59.44,-3.4752
603306.SH,20251225,61.58,-2.4089
603306.SH,20251224,63.1,2.1531
603306.SH,20251223,61.77,0.439
603306.SH,20251222,61.5,3.1879
603306.SH,20251219,59.6,-0.9967
603306.SH,20251218,60.2,-4.6412
603306.SH,20251217,63.13,5.5686
603306.SH,20251216,59.8,-2.7642
603306.SH,20251215,61.5,0.114
603306.SH,20251212,61.43,6.5014
603306.SH,20251211,57.68,8.2583
603306.SH,20251210,53.28,4.9025
603306.SH,20251209,50.79,0.8939
603306.SH,20251208,50.34,5.3138
603306.SH,20251205,47.8,1.5293
603306.SH,20251204,47.08,0.4695
603306.SH,20251203,46.86,-1.1184
603306.SH,20251202,47.39,0.3813
603306.SH,20251201,47.21,2.5635
603306.SH,20251128,46.03,-0.7974
603306.SH,20251127,46.4,-1.2135
603306.SH,20251126,46.97,0.4062
603306.SH,20251125,46.78,2.7003
300614.SZ,20260213,15.09,1.004
300614.SZ,20260212,14.94,-1.0596
300614.SZ,20260211,15.1,0.8684
300614.SZ,20260210,14.97,0.3351
300614.SZ,20260209,14.92,-2.8013
300614.SZ,20260206,15.35,0.4581
300614.SZ,20260205,15.28,0.9247
300614.SZ,20260204,15.14,0.1323
300614.SZ,20260203,15.12,2.2312
300614.SZ,20260202,14.79,-5.5556
300614.SZ,20260130,15.66,4.9598
300614.SZ,20260129,14.92,-0.5333
300614.SZ,20260128,15.0,-2.3438
300614.SZ,20260127,15.36,1.3193
300614.SZ,20260126,15.16,1.0667
300614.SZ,20260123,15.0,1.4199
300614.SZ,20260122,14.79,-1.3342
300614.SZ,20260121,14.99,-0.5968
300614.SZ,20260120,15.08,10.3953
300614.SZ,20260119,13.66,7.2214
300614.SZ,20260116,12.74,-0.856
300614.SZ,20260115,12.85,0.0
300614.SZ,20260114,12.85,-1.0778
300614.SZ,20260113,12.99,-0.1537
300614.SZ,20260112,13.01,2.0392
300614.SZ,20260109,12.75,0.5521
300614.SZ,20260108,12.68,0.7949
300614.SZ,20260107,12.58,-2.4806
300614.SZ,20260106,12.9,-0.1548
300614.SZ,20260105,12.92,1.8927
300614.SZ,20251231,12.68,0.7949
300614.SZ,20251230,12.58,1.5335
300614.SZ,20251229,12.39,0.5682
300614.SZ,20251226,12.32,0.1626
300614.SZ,20251225,12.3,-0.0812
300614.SZ,20251224,12.31,0.9016
300614.SZ,20251223,12.2,0.1642
300614.SZ,20251222,12.18,-0.7335
300614.SZ,20251219,12.27,5.8671
300614.SZ,20251218,11.59,2.8394
300614.SZ,20251217,11.27,-11.7463
300614.SZ,20251216,12.77,-1.8447
300614.SZ,20251215,13.01,1.5613
300614.SZ,20251212,12.81,-6.3596
300614.SZ,20251211,13.68,0.9594
300614.SZ,20251210,13.55,-0.8778
300614.SZ,20251209,13.67,-0.2918
300614.SZ,20251208,13.71,0.5132
300614.SZ,20251205,13.64,6.0653
300614.SZ,20251204,12.86,-2.2053
300614.SZ,20251203,13.15,0.1523
300614.SZ,20251202,13.13,-2.2338
300614.SZ,20251201,13.43,-0.1487
300614.SZ,20251128,13.45,1.4329
300614.SZ,20251127,13.26,0.1511
300614.SZ,20251126,13.24,-1.7075
300614.SZ,20251125,13.47,0.2978
002822.SZ,20260213,3.61,0.2778
002822.SZ,20260212,3.6,-0.277
002822.SZ,20260211,3.61,-1.0959
002822.SZ,20260210,3.65,3.3994
002822.SZ,20260209,3.53,5.0595
002822.SZ,20260206,3.36,0.9009
002822.SZ,20260205,3.33,-2.9155
002822.SZ,20260204,3.43,-1.1527
002822.SZ,20260203,3.47,-0.5731
002822.SZ,20260202,3.49,-3.0556
002822.SZ,20260130,3.6,1.983
002822.SZ,20260129,3.53,-0.5634
002822.SZ,20260128,3.55,-1.3889
002822.SZ,20260127,3.6,-1.0989
002822.SZ,20260126,3.64,-1.355
002822.SZ,20260123,3.69,-1.0724
002822.SZ,20260122,3.73,-0.2674
002822.SZ,20260120,3.74,-1.3193
002822.SZ,20260119,3.79,-1.3021
002822.SZ,20260116,3.84,1.3193
002822.SZ,20260115,3.79,-1.0444
002822.SZ,20260114,3.83,-1.5424
002822.SZ,20260113,3.89,5.1351
002822.SZ,20260112,3.7,-3.1414
002822.SZ,20260109,3.82,-1.0363
002822.SZ,20260108,3.86,-1.0256
002822.SZ,20260107,3.9,1.0363
002822.SZ,20260106,3.86,-1.0256
002822.SZ,20260105,3.9,-0.5102
002822.SZ,20251231,3.92,-2.7295
002822.SZ,20251230,4.03,4.9479
002822.SZ,20251226,4.07,2.005
002822.SZ,20251225,3.99,1.0127
002822.SZ,20251224,3.95,1.5424
002822.SZ,20251223,3.89,0.7772
002822.SZ,20251222,3.86,-1.2788
002822.SZ,20251219,3.91,-0.5089
002822.SZ,20251218,3.93,-0.5063
002822.SZ,20251217,3.95,-5.0481
002822.SZ,20251216,4.16,2.2113
002822.SZ,20251215,4.07,3.5623
002822.SZ,20251212,3.93,0.2551
002822.SZ,20251211,3.92,1.292
002822.SZ,20251210,3.87,-0.7692
002822.SZ,20251209,3.9,-2.0101
002822.SZ,20251208,3.98,-0.5
002822.SZ,20251205,4.0,-1.9608
002822.SZ,20251204,4.08,-1.4493
002822.SZ,20251203,4.14,0.0
002822.SZ,20251202,4.14,-0.4808
002822.SZ,20251201,4.16,-3.4803
002822.SZ,20251128,4.31,2.3753
002822.SZ,20251127,4.21,-4.9661
002822.SZ,20251126,4.43,4.9763
002822.SZ,20251125,4.22,4.9751
002614.SZ,20260213,6.93,-0.7163
002614.SZ,20260212,6.98,-1.273
002614.SZ,20260211,7.07,-0.4225
002614.SZ,20260210,7.1,0.0
002614.SZ,20260209,7.1,0.9957
002614.SZ,20260206,7.03,0.0
002614.SZ,20260205,7.03,-0.2837
002614.SZ,20260204,7.05,1.1478
002614.SZ,20260203,6.97,1.1611
002614.SZ,20260202,6.89,-1.1478
002614.SZ,20260130,6.97,-7.926
002614.SZ,20260129,7.57,1.2032
002614.SZ,20260128,7.48,-0.2667
002614.SZ,20260127,7.5,-1.7038
002614.SZ,20260126,7.63,-1.5484
002614.SZ,20260123,7.75,-1.7744
002614.SZ,20260122,7.89,-0.7547
002614.SZ,20260121,7.95,9.9585
002614.SZ,20260120,7.23,-0.4132
002614.SZ,20260119,7.26,3.125
002614.SZ,20260116,7.04,-0.8451
002614.SZ,20260115,7.1,-3.1378
002614.SZ,20260114,7.33,-0.4076
002614.SZ,20260113,7.36,-0.6748
002614.SZ,20260112,7.41,0.8163
002614.SZ,20260109,7.35,-0.1359
002614.SZ,20260108,7.36,1.238
002614.SZ,20260107,7.27,-2.0216
002614.SZ,20260106,7.42,0.6784
002614.SZ,20260105,7.37,0.8208
002614.SZ,20251231,7.31,-0.8141
002614.SZ,20251230,7.37,-1.4706
002614.SZ,20251229,7.48,-2.3499
002614.SZ,20251226,7.66,-1.4157
002614.SZ,20251225,7.77,-0.1285
002614.SZ,20251224,7.78,1.3021
002614.SZ,20251223,7.68,-0.3891
002614.SZ,20251222,7.71,-1.6582
002614.SZ,20251219,7.84,1.8182
002614.SZ,20251218,7.7,10.0
002614.SZ,20251217,7.0,-1.2694
002614.SZ,20251216,7.09,-3.1421
002614.SZ,20251215,7.32,0.9655
002614.SZ,20251212,7.25,-2.5538
002614.SZ,20251211,7.44,-6.6499
002614.SZ,20251210,7.97,-2.2086
002614.SZ,20251209,8.15,2.0025
002614.SZ,20251208,7.99,2.4359
002614.SZ,20251205,7.8,2.6316
002614.SZ,20251204,7.6,-0.5236
002614.SZ,20251203,7.64,1.0582
002614.SZ,20251202,7.56,2.578
002614.SZ,20251201,7.37,-0.8075
002614.SZ,20251128,7.43,-1.0652
002614.SZ,20251127,7.51,2.5956
002614.SZ,20251126,7.32,-1.4805
002614.SZ,20251125,7.43,4.6479
002475.SZ,20260213,50.8,0.7337
002475.SZ,20260212,50.43,-1.0983
002475.SZ,20260211,51.15,-1.0447
002475.SZ,20260210,51.69,-0.058
002475.SZ,20260209,51.72,1.0748
002475.SZ,20260206,51.17,-1.0251
002475.SZ,20260205,51.7,-0.3854
002475.SZ,20260204,51.9,-1.0675
002475.SZ,20260203,52.46,0.4596
002475.SZ,20260202,52.22,1.0253
002475.SZ,20260130,51.69,-0.3854
002475.SZ,20260129,51.89,-2.6089
002475.SZ,20260128,53.28,-0.8191
002475.SZ,20260127,53.72,-0.684
002475.SZ,20260126,54.09,-2.5405
002475.SZ,20260123,55.5,-1.6132
002475.SZ,20260122,56.41,-1.1392
002475.SZ,20260121,57.06,-0.6961
002475.SZ,20260120,57.46,-0.6913
002475.SZ,20260119,57.86,-0.3788
002475.SZ,20260116,58.08,1.2376
002475.SZ,20260115,57.37,7.0735
002475.SZ,20260114,53.58,-1.8322
002475.SZ,20260113,54.58,-1.5335
002475.SZ,20260112,55.43,-0.3953
002475.SZ,20260109,55.65,0.8883
002475.SZ,20260108,55.16,-4.1529
002475.SZ,20260107,57.55,-2.82
002475.SZ,20260106,59.22,1.1443
002475.SZ,20260105,58.55,3.2446
002475.SZ,20251231,56.71,-2.342
002475.SZ,20251230,58.07,-0.2576
002475.SZ,20251229,58.22,-0.3082
002475.SZ,20251226,58.4,-1.7331
002475.SZ,20251225,59.43,0.2361
002475.SZ,20251224,59.29,2.1361
002475.SZ,20251223,58.05,0.5543
002475.SZ,20251222,57.73,1.6731
002475.SZ,20251219,56.78,-0.351
002475.SZ,20251218,56.98,-2.864
002475.SZ,20251217,58.66,2.3199
002475.SZ,20251216,57.33,-0.0523
002475.SZ,20251215,57.36,-5.0017
002475.SZ,20251212,60.38,3.6567
002475.SZ,20251211,58.25,-2.1502
002475.SZ,20251210,59.53,-1.7657
002475.SZ,20251209,60.6,0.8655
002475.SZ,20251208,60.08,1.4008
002475.SZ,20251205,59.25,-0.6373
002475.SZ,20251204,59.63,1.3771
002475.SZ,20251203,58.82,-1.9667
002475.SZ,20251202,60.0,2.3716
002475.SZ,20251201,58.61,1.4365
002475.SZ,20251128,57.78,1.4396
002475.SZ,20251127,56.96,-1.1111
002475.SZ,20251126,57.6,3.4111
002475.SZ,20251125,55.7,4.6009
605177.SH,20260213,21.72,0.8825
605177.SH,20260212,21.53,-0.7377
605177.SH,20260211,21.69,-0.6868
605177.SH,20260210,21.84,-0.365
605177.SH,20260209,21.92,0.7353
605177.SH,20260206,21.76,1.2564
605177.SH,20260205,21.49,-0.6932
605177.SH,20260204,21.64,0.9328
605177.SH,20260203,21.44,1.5632
605177.SH,20260202,21.11,-1.4932
605177.SH,20260130,21.43,0.1402
605177.SH,20260129,21.4,-3.4732
605177.SH,20260128,22.17,-1.4229
605177.SH,20260127,22.49,-0.5307
605177.SH,20260126,22.61,-0.9636
605177.SH,20260123,22.83,-0.5229
605177.SH,20260122,22.95,6.8933
605177.SH,20260121,21.47,5.2451
605177.SH,20260120,20.4,-1.1149
605177.SH,20260119,20.63,-0.4344
605177.SH,20260116,20.72,0.9255
605177.SH,20260115,20.53,-0.3398
605177.SH,20260114,20.6,2.5896
605177.SH,20260113,20.08,-1.3752
605177.SH,20260112,20.36,-3.5528
605177.SH,20260109,21.11,8.1455
605177.SH,20260108,19.52,4.8335
605177.SH,20260107,18.62,1.0309
605177.SH,20260106,18.43,1.0417
605177.SH,20260105,18.24,2.4719
605177.SH,20251231,17.8,-0.3917
605177.SH,20251230,17.87,-1.7592
605177.SH,20251229,18.19,0.7198
605177.SH,20251226,18.06,-0.5507
605177.SH,20251225,18.16,-0.055
605177.SH,20251224,18.17,0.0
605177.SH,20251223,18.17,-0.7646
605177.SH,20251222,18.31,-1.5062
605177.SH,20251219,18.59,2.3678
605177.SH,20251218,18.16,2.8313
605177.SH,20251217,17.66,-0.3948
605177.SH,20251216,17.73,-2.9025
605177.SH,20251215,18.26,0.44
605177.SH,20251212,18.18,-1.5168
605177.SH,20251211,18.46,-3.4519
605177.SH,20251210,19.12,-1.4433
605177.SH,20251209,19.4,-0.7673
605177.SH,20251208,19.55,0.205
605177.SH,20251205,19.51,0.567
605177.SH,20251204,19.4,-1.9707
605177.SH,20251203,19.79,-1.346
605177.SH,20251202,20.06,-1.036
605177.SH,20251201,20.27,-0.5885
605177.SH,20251128,20.39,1.95
605177.SH,20251127,20.0,0.553
605177.SH,20251126,19.89,-1.3393
605177.SH,20251125,20.16,2.1277
605068.SH,20260213,26.23,-0.2282
605068.SH,20260212,26.29,-0.942
605068.SH,20260211,26.54,-1.4482
605068.SH,20260210,26.93,-1.1743
605068.SH,20260209,27.25,1.2259
605068.SH,20260206,26.92,-1.3196
605068.SH,20260205,27.28,0.4788
605068.SH,20260204,27.15,-3.7234
605068.SH,20260203,28.2,0.8945
605068.SH,20260202,27.95,-2.3751
605068.SH,20260130,28.63,1.4529
605068.SH,20260129,28.22,-0.7387
605068.SH,20260128,28.43,4.1774
605068.SH,20260127,27.29,3.4496
605068.SH,20260126,26.38,-1.1985
605068.SH,20260123,26.7,0.3005
605068.SH,20260122,26.62,1.2938
605068.SH,20260121,26.28,-0.3791
605068.SH,20260120,26.38,-0.3023
605068.SH,20260119,26.46,2.1227
605068.SH,20260116,25.91,2.2494
605068.SH,20260115,25.34,-1.324
605068.SH,20260114,25.68,-0.6961
605068.SH,20260113,25.86,-0.5385
605068.SH,20260112,26.0,-1.7756
605068.SH,20260109,26.47,-1.8903
605068.SH,20260108,26.98,-0.2956
605068.SH,20260107,27.06,4.3579
605068.SH,20260106,25.93,0.426
605068.SH,20260105,25.82,0.9777
605068.SH,20251231,25.57,-4.1245
605068.SH,20251230,26.67,-5.4255
605068.SH,20251229,28.2,-1.122
605068.SH,20251226,28.52,-1.0066
605068.SH,20251225,28.81,0.8048
605068.SH,20251224,28.58,-1.1073
605068.SH,20251223,28.9,0.1039
605068.SH,20251222,28.87,0.1735
605068.SH,20251219,28.82,-0.0693
605068.SH,20251218,28.84,-0.1385
605068.SH,20251217,28.88,5.5941
605068.SH,20251216,27.35,-7.3509
605068.SH,20251215,29.52,0.9231
605068.SH,20251212,29.25,1.2111
605068.SH,20251211,28.9,-0.1727
605068.SH,20251210,28.95,0.0
605068.SH,20251209,28.95,3.0983
605068.SH,20251208,28.08,5.9623
605068.SH,20251205,26.5,-3.4608
605068.SH,20251204,27.45,1.4787
605068.SH,20251203,27.05,-1.7792
605068.SH,20251202,27.54,5.0343
605068.SH,20251201,26.22,-2.6726
605068.SH,20251128,26.94,2.1615
605068.SH,20251127,26.37,-0.7527
605068.SH,20251126,26.57,-0.8582
605068.SH,20251125,26.8,-3.9427
688502.SH,20260213,371.0,-0.1373
688502.SH,20260212,371.51,1.2675
688502.SH,20260211,366.86,1.8773
688502.SH,20260210,360.1,-0.8044
688502.SH,20260209,363.02,1.929
688502.SH,20260206,356.15,0.7439
688502.SH,20260205,353.52,-3.631
688502.SH,20260204,366.84,-1.77
688502.SH,20260203,373.45,4.5434
688502.SH,20260202,357.22,-8.6137
688502.SH,20260130,390.89,0.7189
688502.SH,20260129,388.1,-6.4819
688502.SH,20260128,415.0,-0.2835
688502.SH,20260127,416.18,3.2705
688502.SH,20260126,403.0,-5.1006
688502.SH,20260123,424.66,0.6065
688502.SH,20260122,422.1,-3.1436
688502.SH,20260121,435.8,8.6864
688502.SH,20260120,400.97,-3.4505
688502.SH,20260119,415.3,-1.7204
688502.SH,20260116,422.57,3.5965
688502.SH,20260115,407.9,2.6009
688502.SH,20260114,397.56,3.0936
688502.SH,20260113,385.63,-6.1727
688502.SH,20260112,411.0,-0.7678
688502.SH,20260109,414.18,-0.8878
688502.SH,20260108,417.89,-3.1541
688502.SH,20260107,431.5,4.2145
688502.SH,20260106,414.05,2.3863
688502.SH,20260105,404.4,1.3407
688502.SH,20251231,399.05,0.529
688502.SH,20251230,396.95,-2.4213
688502.SH,20251229,406.8,-2.4484
688502.SH,20251226,417.01,0.25
688502.SH,20251225,415.97,2.1562
688502.SH,20251224,407.19,-0.3304
688502.SH,20251223,408.54,6.0922
688502.SH,20251222,385.08,1.7599
688502.SH,20251219,378.42,-2.7223
688502.SH,20251218,389.01,-1.7279
688502.SH,20251217,395.85,-0.3599
688502.SH,20251216,397.28,4.5749
688502.SH,20251215,379.9,0.5026
688502.SH,20251212,378.0,6.1798
688502.SH,20251211,356.0,-2.1709
688502.SH,20251210,363.9,0.9795
688502.SH,20251209,360.37,1.5699
688502.SH,20251208,354.8,2.0215
688502.SH,20251205,347.77,4.9713
688502.SH,20251204,331.3,-1.2489
688502.SH,20251203,335.49,-2.8466
688502.SH,20251202,345.32,-2.8636
688502.SH,20251201,355.5,2.7635
688502.SH,20251128,345.94,1.6484
688502.SH,20251127,340.33,-1.4308
688502.SH,20251126,345.27,-0.5129
688502.SH,20251125,347.05,3.1199
300942.SZ,20260213,9.8,-0.1019
300942.SZ,20260212,9.81,-0.7085
300942.SZ,20260211,9.88,-0.4032
300942.SZ,20260210,9.92,-0.1007
300942.SZ,20260209,9.93,1.1202
300942.SZ,20260206,9.82,0.7179
300942.SZ,20260205,9.75,-0.5102
300942.SZ,20260204,9.8,0.3071
300942.SZ,20260203,9.77,2.6261
300942.SZ,20260202,9.52,-2.7579
300942.SZ,20260130,9.79,-0.8105
300942.SZ,20260129,9.87,-3.1403
300942.SZ,20260128,10.19,-4.944
300942.SZ,20260127,10.72,-1.2891
300942.SZ,20260126,10.86,5.3346
300942.SZ,20260123,10.31,1.7769
300942.SZ,20260122,10.13,0.3964
300942.SZ,20260121,10.09,-0.099
300942.SZ,20260120,10.1,-1.1742
300942.SZ,20260119,10.22,1.088
300942.SZ,20260116,10.11,-0.1974
300942.SZ,20260115,10.13,-1.4591
300942.SZ,20260114,10.28,0.6856
300942.SZ,20260113,10.21,0.098
300942.SZ,20260112,10.2,1.6949
300942.SZ,20260109,10.03,2.4515
300942.SZ,20260108,9.79,1.4508
300942.SZ,20260107,9.65,-1.631
300942.SZ,20260106,9.81,0.0
300942.SZ,20260105,9.81,4.2508
300942.SZ,20251231,9.41,0.1064
300942.SZ,20251230,9.4,-1.3641
300942.SZ,20251229,9.53,-1.4478
300942.SZ,20251226,9.67,-2.3232
300942.SZ,20251225,9.9,3.6649
300942.SZ,20251224,9.55,0.7384
300942.SZ,20251223,9.48,-1.147
300942.SZ,20251222,9.59,-0.2081
300942.SZ,20251219,9.61,0.9454
300942.SZ,20251218,9.52,1.6009
300942.SZ,20251217,9.37,0.1068
300942.SZ,20251216,9.36,-1.6807
300942.SZ,20251215,9.52,0.2105
300942.SZ,20251212,9.5,-0.2101
300942.SZ,20251211,9.52,-1.8557
300942.SZ,20251210,9.7,-0.5128
300942.SZ,20251209,9.75,-1.6145
300942.SZ,20251208,9.91,-0.8008
300942.SZ,20251205,9.99,0.9091
300942.SZ,20251204,9.9,-1.7857
300942.SZ,20251203,10.08,-1.0795
300942.SZ,20251202,10.19,0.0982
300942.SZ,20251201,10.18,-0.2938
300942.SZ,20251128,10.21,0.8893
300942.SZ,20251127,10.12,-0.1972
300942.SZ,20251126,10.14,-0.1969
300942.SZ,20251125,10.16,0.5941
300358.SZ,20260213,11.02,-0.3617
300358.SZ,20260212,11.06,1.1894
300358.SZ,20260211,10.93,-0.4554
300358.SZ,20260210,10.98,-0.9919
300358.SZ,20260209,11.09,0.6352
300358.SZ,20260206,11.02,1.3799
300358.SZ,20260205,10.87,-1.5399
300358.SZ,20260204,11.04,0.1815
300358.SZ,20260203,11.02,1.1938
300358.SZ,20260202,10.89,-2.1563
300358.SZ,20260130,11.13,-1.7652
300358.SZ,20260129,11.33,-0.7881
300358.SZ,20260128,11.42,-3.056
300358.SZ,20260127,11.78,-2.725
300358.SZ,20260126,12.11,-0.3292
300358.SZ,20260123,12.15,2.6182
300358.SZ,20260122,11.84,0.766
300358.SZ,20260121,11.75,-0.1699
300358.SZ,20260120,11.77,0.7705
300358.SZ,20260119,11.68,-1.1008
300358.SZ,20260116,11.81,1.8103
300358.SZ,20260115,11.6,-0.0861
300358.SZ,20260114,11.61,2.6525
300358.SZ,20260113,11.31,0.266
300358.SZ,20260112,11.28,-0.0886
300358.SZ,20260109,11.29,5.8107
300358.SZ,20260108,10.67,-0.5592
300358.SZ,20260107,10.73,3.074
300358.SZ,20260106,10.41,1.462
300358.SZ,20260105,10.26,4.8008
300358.SZ,20251231,9.79,-0.6091
300358.SZ,20251230,9.85,-1.6966
300358.SZ,20251229,10.02,0.2
300358.SZ,20251226,10.0,-1.3807
300358.SZ,20251225,10.14,2.8398
300358.SZ,20251224,9.86,0.1015
300358.SZ,20251223,9.85,-0.9054
300358.SZ,20251222,9.94,8.0435
300358.SZ,20251219,9.2,2.5641
300358.SZ,20251218,8.97,1.9318
300358.SZ,20251217,8.8,0.5714
300358.SZ,20251216,8.75,-3.4216
300358.SZ,20251215,9.06,0.0
300358.SZ,20251212,9.06,0.2212
300358.SZ,20251211,9.04,-1.7391
300358.SZ,20251210,9.2,0.9879
300358.SZ,20251209,9.11,-1.8319
300358.SZ,20251208,9.28,0.76
300358.SZ,20251205,9.21,1.6556
300358.SZ,20251204,9.06,-1.0917
300358.SZ,20251203,9.16,-1.5054
300358.SZ,20251202,9.3,-1.169
300358.SZ,20251201,9.41,0.3198
300358.SZ,20251128,9.38,1.1866
300358.SZ,20251127,9.27,-0.9615
300358.SZ,20251126,9.36,0.6452
300358.SZ,20251125,9.3,1.6393
001288.SZ,20260213,37.69,0.8024
001288.SZ,20260212,37.39,-0.5585
001288.SZ,20260211,37.6,1.1568
001288.SZ,20260210,37.17,1.5574
001288.SZ,20260209,36.6,1.0771
001288.SZ,20260206,36.21,4.5323
001288.SZ,20260205,34.64,-5.0959
001288.SZ,20260204,36.5,0.9682
001288.SZ,20260203,36.15,4.7826
001288.SZ,20260202,34.5,-4.8276
001288.SZ,20260130,36.25,-2.7368
001288.SZ,20260129,37.27,-8.7191
001288.SZ,20260128,40.83,4.2646
